"id","text","category","source","split"
"24","बाँके वडा नं 22 मा बिजुली काटिएको छ, ट्रान्सफर्मर फेर्नुपर्ने अवस्था छ, र भोल्टेज फ्लक्चुएसन निकै बढेको छ। धेरै कष्ट भइरहेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"25","दाङ वडा नं 12 मा बीस दिनदेखि बिजुली काटिएको छ। गर्भवती महिलालाई कठिनाइ भएको छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"26","मोरङ मा बत्ती ठिक छ तर नजिकैको बागलुङ मा लाइन गइरहेको छ। न्याय चाहिन्छ। किन यस्तो भेदभाव?","electricity","hello_sarkar","train"
"27","हाम्रो टोलमा पोल सडकतिर झुकेको छ। छुँदा सर्ट हुने अवस्था छ। अत्यन्त दुःखित छौं।","electricity","hello_sarkar","train"
"28","गर्भवती श्रीमती घरमा हुनुहुन्छ। काभ्रेपलाञ्चोक वडा नं 2 मा दुई हप्तादेखि बत्ती जानु र आउनु निरन्तर भइरहेको छ। अनलाइन कक्षा सञ्चालन हुन सकेको छैन। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"29","कास्की क्षेत्रमा ट्रान्सफर्मर बिग्रिएको छ। एक हप्तादेखि यही समस्या छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","electricity","hello_sarkar","val"
"30","हेटौंडा मा आज बिहानदेखि लाइन गइरहेको छ, अब त सहनै सकिँदैन!","electricity","hello_sarkar","test"
"31","भोजपुर मा दश दिनदेखि बिजुली आपूर्ति बन्द छ, यो सेवा होइन, यातना हो!","electricity","hello_sarkar","train"
"32","यो दोस्रो / तेस्रो पटकको गुनासो हो। अर्घाखाँची मा बत्ती जाने समस्या निकै बढेको छ। पटकपटक निवेदन दिँदा पनि कुनै नतिजा आएको छैन। जनतालाई यस्तो सास्ती किन।","electricity","hello_sarkar","train"
"33","सुर्खेत मा वर्षापछि दिनौँ बत्ती हुँदैन। दुई तीन दिनदेखि यो समस्या छ। फ्रिजमा राखेको खानेकुरा सबै बिग्रिएको छ।","electricity","hello_sarkar","train"
"34","यो गुनासो नवलपरासी वडा नं 8 बाट हो। बत्ती जाने समस्या निकै बढेको छ। कामकाज ठप्प भएको छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"35","वीरगन्ज क्षेत्रमा ट्रान्सफर्मरबाट तेल चुहिएको छ। एक हप्तादेखि यही समस्या छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"36","हाम्रो घरको बिल तिर्‍यो तर रसिद आएको छैन। मिटरमा देखिएको र बिलमा उल्लेख फरकफरक छ। जिम्मेवार कसले लिन्छ।","electricity","hello_sarkar","train"
"37","खोटाङ वडा नं 9 मा मिटरमा देखिएको र बिलमा उल्लेख फरकफरक छ। बिल तिरे पनि लाइन काटिएको छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"38","प्यूठान मा पाँच दिनदेखि बिजुली काटिएको छ, कसलाई भन्ने हो थाहा छैन!","electricity","hello_sarkar","train"
"39","अर्घाखाँची वडा नं 27 बाट गुनासो गर्दैछु। ट्रान्सफर्मर पड्किएको छ, बिजुली काटिएको छ। यसमा छानबिन गरिदिनुहोस्।","electricity","hello_sarkar","val"
"40","हाम्रो टोलमा पोलबाट चिंगारी निस्किरहेको छ। ज्यान जोखिममा छ। यो अन्याय हो।","electricity","hello_sarkar","test"
"41","रुपन्देही क्षेत्रमा ट्रान्सफर्मर बिग्रिएको छ। तीन दिनदेखि यही समस्या छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"42","ललितपुर मा एक हप्तादेखि बत्ती जाने समस्या निकै बढेको छ। कहिले आउँछ बत्ती? धेरै कष्ट भइरहेको छ।","electricity","hello_sarkar","train"
"43","सिन्धुली का नागरिकको तर्फबाट निवेदन। स्ट्रीट लाइट बिग्रेको उजुरी दिए पनि मर्मत भएको छैन, विद्युत् दुर्घटनाको सम्भावना बढेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"44","तानसेन मा तार कटिएर खसेको छ। दुर्घटना हुने डर छ। तुरुन्त मर्मत गरिदिनुहोस्।","electricity","hello_sarkar","train"
"45","आज बिहान ६ बजेदेखि दार्चुला मा बत्ती आउँदैन। बालबालिकाको पढाइमा असर परेको छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","train"
"46","रसुवा मा बीस दिनदेखि लाइन गइरहेको छ, हामी सबै परेशान छौं!","electricity","hello_sarkar","train"
"47","नेपालगञ्ज वडा नं 12 मा बिजुली काटिएको छ, ट्रान्सफर्मर बिग्रिएको छ, र तीव्र भोल्टेज आउँदा बत्ती पड्किन्छ। यो अन्याय हो। यसमा छानबिन गरिदिनुहोस्।","electricity","hello_sarkar","train"
"48","हाम्रो तेह्रथुम वडा नं 16 मा भोल्टेज कम हुँदा उपकरण चल्दैनन्। बुढापाकालाई निकै गाह्रो भएको छ। हामी सबै परेशान छौं। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","train"
"49","रोल्पा क्षेत्रमा ट्रान्सफर्मरबाट तेल चुहिएको छ। गत सोमबारदेखि यही समस्या छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","val"
"50","कास्की वडा नं 17 मा बत्ती नआउँदा सुपरमार्केटको फ्रिजर बन्द भयो। अब त सहनै सकिँदैन। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","test"
"51","चितवन मा हावाहुरी आए पछि बत्ती आउँदैन। एक हप्तादेखि यो समस्या छ। बालबालिकाको पढाइमा असर परेको छ।","electricity","hello_sarkar","train"
"52","सप्तरी मा हिजो रातिदेखि बिजुली काटिएको छ, असह्य भइसकेको छ!","electricity","hello_sarkar","train"
"53","पाल्पा वडा नं 17 मा लाइन गइरहेको छ, ट्रान्सफर्मरबाट तेल चुहिएको छ, र भोल्टेज धेरै कम आउँछ। यो अन्याय हो। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"54","गौर वडा नं 29 मा सार्वजनिक बत्ती दिनमा बल्छ रातमा बल्दैन। विद्युत् दुर्घटनाको सम्भावना बढेको छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"55","यो दोस्रो / तेस्रो पटकको गुनासो हो। सर्लाही मा बत्ती आउँदैन। वडा कार्यालयले विद्युत् प्राधिकरणलाई पठायो भन्छ, प्राधिकरणले वडालाई भन्छ। अब चुप बसिँदैन।","electricity","hello_sarkar","train"
"56","रौतहट मा पानी पर्दा सिधै बत्ती जान्छ। महिनौँदेखि यो समस्या छ। अनलाइन कक्षा सञ्चालन हुन सकेको छैन।","electricity","hello_sarkar","train"
"57","हाम्रो दमक वडा नं 10 मा भोल्टेज अत्यन्त अस्थिर छ। अनलाइन कक्षा सञ्चालन हुन सकेको छैन। जनताको गुनासो कसले सुन्छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"58","गोरखा वडा नं 17 मा बत्ती नआउँदा बेकरीको ओभन चलाउन सकिएन। सरकारले ध्यान दिनुपर्छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","electricity","hello_sarkar","train"
"59","भरतपुर क्षेत्रमा ट्रान्सफर्मर पुरानो भइसकेको छ। गत सोमबारदेखि यही समस्या छ। तुरुन्त मर्मत गरिदिनुहोस्।","electricity","hello_sarkar","val"
"60","बाजुरा वडा नं 9 मा दुई तीन दिनदेखि बिजुली आपूर्ति बन्द छ। दैनिक जीवन अस्तव्यस्त भएको छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","electricity","hello_sarkar","test"
"61","यो गुनासो अर्घाखाँची वडा नं 1 बाट हो। भोल्टेज अत्यन्त अस्थिर छ, बुढापाकालाई निकै गाह्रो भएको छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"62","हाम्रो घरको बिल दोब्बर आएको छ। मिटर जडान अहिलेसम्म भएको छैन। अब चुप बसिँदैन।","electricity","hello_sarkar","train"
"63","यो गुनासो लहान वडा नं 16 बाट हो। तार कटिएर खसेको छ, ज्यान जोखिममा छ। यो मानवीय अधिकारको उल्लंघन हो।","electricity","hello_sarkar","train"
"64","रामेछाप वडा नं 15 मा पाँच दिनदेखि बत्ती अफ अन हुने गरेको छ। फ्रिजमा राखेको खानेकुरा सबै बिग्रिएको छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"65","हाम्रो घरको अनुमानित बिल काटिएको छ। मिटर बिग्रिएको छ। जनतालाई यस्तो सास्ती किन।","electricity","hello_sarkar","train"
"66","बर्दिया वडा नं 5 बाट गुनासो गर्दैछु। भोल्टेज धेरै कम आउँछ, स्वास्थ्य सेवामा प्रभाव परेको छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","electricity","hello_sarkar","train"
"67","गुल्मी वडा नं 8 मा बत्ती नआउँदा सुपरमार्केटको फ्रिजर बन्द भयो। प्रशासनले सुन्नुपर्छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"68","हाम्रो घरको बिल अनपेक्षित रूपमा बढी आएको छ। मिटरमा देखिएको र बिलमा उल्लेख फरकफरक छ। कहिलेसम्म यस्तै हुन्छ।","electricity","hello_sarkar","train"
"69","धादिङ वडा नं 13 मा छ दिनदेखि बिजुली नियमित रूपमा काटिन्छ। स्वास्थ्य सेवामा प्रभाव परेको छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","val"
"70","सप्तरी वडा नं 21 मा बत्ती नआउँदा पसल चलाउन सकिँदैन। कामै हुँदैन यहाँ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","test"
"71","बारा मा सानो पानी परे पनि लाइन अफ हुन्छ। चार दिनदेखि यो समस्या छ। पानी तान्ने मोटर चलाउन सकिँदैन।","electricity","hello_sarkar","train"
"72","भोजपुर मा वर्षामा बिजुली काटिन्छ। पाँच दिनदेखि यो समस्या छ। पानी तान्ने मोटर चलाउन सकिँदैन।","electricity","hello_sarkar","train"
"73","केही दिनदेखि त्रिभुवननगर वडा नं 20 मा बिजुली नियमित रूपमा काटिन्छ। व्यवसाय ठप्प भएको छ। अनलाइन कक्षा सञ्चालन हुन सकेको छैन। कामै हुँदैन यहाँ।","electricity","hello_sarkar","train"
"74","गुल्मी वडा नं 21 मा मिटर अनुमानमा घुम्छ। बिल तिरे पनि लाइन काटिएको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"75","नुवाकोट वडा नं 31 मा मिटरमा देखिएको र बिलमा उल्लेख फरकफरक छ। बिलमा अनावश्यक शुल्क थपिएको छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"76","कैलाली क्षेत्रमा ट्रान्सफर्मरबाट तेल चुहिएको छ। एक हप्तादेखि यही समस्या छ। यो मानवीय अधिकारको उल्लंघन हो।","electricity","hello_sarkar","train"
"77","हाम्रो घरको बिल तिर्‍यो तर रसिद आएको छैन। मिटरको रिडिङ गलत देखिन्छ। जनतालाई यस्तो सास्ती किन।","electricity","hello_sarkar","train"
"78","पोखरा मा तार झुण्डिएको छ। दुर्घटना हुने डर छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"79","यो दोस्रो / तेस्रो पटकको गुनासो हो। धनगढी मा बत्ती अफ अन हुने गरेको छ। मर्मत टोली आउँछ भनेर भनियो तर अहिलेसम्म आएको छैन। प्रशासनले सुन्नुपर्छ।","electricity","hello_sarkar","val"
"80","जाजरकोट वडा नं 32 मा मिटर अनुमानमा घुम्छ। अनुमानित बिल काटिएको छ। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","test"
"81","दमक वडा नं 28 मा गएको शनिबारदेखि लाइन गइरहेको छ। अपाङ्गता भएका व्यक्तिलाई समस्या परेको छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"82","जनकपुर मा आज बिहानदेखि बत्ती जाने समस्या निकै बढेको छ, कसलाई भन्ने हो थाहा छैन!","electricity","hello_sarkar","train"
"83","हामी मकवानपुर मा बस्छौं। नाङ्गो तार सडकमा झुण्डिएको छ, ज्यान जोखिममा छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"84","हाम्रो घरको बिल तिर्‍यो तर रसिद आएको छैन। मिटर अनुमानमा घुम्छ। असह्य भइसकेको छ।","electricity","hello_sarkar","train"
"85","कास्की वडा नं 18 मा रातमा बाटो अँध्यारो हुन्छ। कसैलाई करन्ट लाग्ने खतरा छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","electricity","hello_sarkar","train"
"86","नेपालगञ्ज मा महिनौँदेखि लाइन गइरहेको छ। कहिले आउँछ बत्ती? यो अन्याय हो।","electricity","hello_sarkar","train"
"87","अस्ति रातिदेखि लहान वडा नं 14 मा बिजुली काटिएको छ। सुपरमार्केटको फ्रिजर बन्द भयो। पानी तान्ने मोटर चलाउन सकिँदैन। नागरिकलाई बिर्सिएको जस्तो छ।","electricity","hello_sarkar","train"
"88","मकवानपुर मा हप्तौँदेखि बत्ती आउँदैन। कहिले आउँछ बत्ती? जनतालाई यस्तो सास्ती किन।","electricity","hello_sarkar","train"
"89","पाँचथर का नागरिकको तर्फबाट निवेदन। नाङ्गो तार सडकमा झुण्डिएको छ, ज्यान जोखिममा छ। तुरुन्त मर्मत गरिदिनुहोस्।","electricity","hello_sarkar","val"
"90","चार दिनदेखि बारा वडा नं 26 मा लाइन गइरहेको छ। बेकरीको ओभन चलाउन सकिएन। दैनिक जीवन अस्तव्यस्त भएको छ। जनताको गुनासो कसले सुन्छ।","electricity","hello_sarkar","test"
"91","पोखरा वडा नं 26 मा बत्ती आउँदैन, ट्रान्सफर्मर बिग्रिएको छ, र तीव्र भोल्टेज आउँदा बत्ती पड्किन्छ। कहिलेसम्म यस्तै हुन्छ। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","train"
"92","कपिलवस्तु मा तीन दिनदेखि बिजुली आपूर्ति बन्द छ, तुरुन्त कारबाही गरिदिनुहोस्!","electricity","hello_sarkar","train"
"93","पाल्पा वडा नं 30 मा बत्ती नआउँदा फ्याक्ट्रीको उत्पादन रोकिएको छ। नागरिकलाई बिर्सिएको जस्तो छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","electricity","hello_sarkar","train"
"94","गत सोमबारदेखि रोल्पा वडा नं 17 मा बिजुली काटिएको छ। बेकरीको ओभन चलाउन सकिएन। बालबालिकाको पढाइमा असर परेको छ। अब चुप बसिँदैन।","electricity","hello_sarkar","train"
"95","जुम्ला क्षेत्रमा ट्रान्सफर्मरले लोड धान्न सकेको छैन। दुई तीन दिनदेखि यही समस्या छ। छिटो समाधान गरिदिनुहोस्।","electricity","hello_sarkar","train"
"96","पोखरा वडा नं 16 मा पाँच दिनदेखि बत्ती आउँदैन। बुढापाकालाई निकै गाह्रो भएको छ। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","train"
"97","हाम्रो घरको बिलमा अनावश्यक शुल्क थपिएको छ। मिटर अनुमानमा घुम्छ। कसलाई भन्ने हो थाहा छैन।","electricity","hello_sarkar","train"
"98","आज दिउँसो १ बजेदेखि मकवानपुर मा बिजुली आपूर्ति बन्द छ। फ्रिजमा राखेको खानेकुरा सबै बिग्रिएको छ। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","train"
"99","यो दोस्रो / तेस्रो पटकको गुनासो हो। मोरङ मा बिजुली काटिएको छ। जिम्मेवार अधिकारी भेट्नै पाइँदैन। धेरै कष्ट भइरहेको छ।","electricity","hello_sarkar","val"
"100","दमक मा बर्खामा बत्ती आउनै छोड्छ। हिजोदेखि यो समस्या छ। अनलाइन कक्षा सञ्चालन हुन सकेको छैन।","electricity","hello_sarkar","test"
"101","आज साँझ ७ बजेपछि दैलेख मा बत्ती जाने समस्या निकै बढेको छ। स्वास्थ्य सेवामा प्रभाव परेको छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","train"
"102","हाम्रो घरको बिल दोब्बर आएको छ। मिटरमा देखिएको र बिलमा उल्लेख फरकफरक छ। कामै हुँदैन यहाँ।","electricity","hello_sarkar","train"
"103","हाम्रो परिवारमा सानो बच्चा छ। तेह्रथुम वडा नं 3 मा छ दिनदेखि बिजुली नियमित रूपमा काटिन्छ। गर्भवती महिलालाई कठिनाइ भएको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"104","रसुवा क्षेत्रमा ट्रान्सफर्मरबाट तेल चुहिएको छ। हिजोदेखि यही समस्या छ। यो मानवीय अधिकारको उल्लंघन हो।","electricity","hello_sarkar","train"
"105","प्रधानमन्त्री कार्यालयमा काभ्रेपलाञ्चोक बाट निवेदन। तार घरको छानासँग छोइएको छ, छुँदा सर्ट हुने अवस्था छ। यो मानवीय अधिकारको उल्लंघन हो।","electricity","hello_sarkar","train"
"106","गर्भवती श्रीमती घरमा हुनुहुन्छ। अछाम वडा नं 16 मा एक हप्तादेखि बिजुली आपूर्ति बन्द छ। मोबाइल चार्ज गर्नै सकिएको छैन। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"107","तेह्रथुम मा गएको शुक्रबारदेखि बिजुली नियमित रूपमा काटिन्छ, नागरिकलाई बिर्सिएको जस्तो छ!","electricity","hello_sarkar","train"
"108","सिन्धुपाल्चोक वडा नं 21 मा दश दिनदेखि बत्ती अफ अन हुने गरेको छ। कामकाज ठप्प भएको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"109","हुम्ला वडा नं 18 मा सार्वजनिक बत्ती दिनमा बल्छ रातमा बल्दैन। विद्युत् दुर्घटनाको सम्भावना बढेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","electricity","hello_sarkar","val"
"110","सङ्खुवासभा वडा नं 1 मा सार्वजनिक बत्ती दिनमा बल्छ रातमा बल्दैन। दुर्घटना हुने डर छ। छिटो समाधान गरिदिनुहोस्।","electricity","hello_sarkar","test"
"111","हाम्रो घरको बिल अनलाइन तिर्न सकिँदैन। मिटर अनुमानमा घुम्छ। अब चुप बसिँदैन।","electricity","hello_sarkar","train"
"112","हाम्रो घरको बिल तिरे पनि लाइन काटिएको छ। मिटरमा देखिएको र बिलमा उल्लेख फरकफरक छ। जिम्मेवार कसले लिन्छ।","electricity","hello_sarkar","train"
"113","प्रधानमन्त्री कार्यालयमा भक्तपुर बाट निवेदन। भोल्टेज अत्यन्त अस्थिर छ, गर्भवती महिलालाई कठिनाइ भएको छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","electricity","hello_sarkar","train"
"114","बैतडी वडा नं 17 बाट गुनासो गर्दैछु। सडक बत्ती धेरै दिनदेखि खराब छ, विद्युत् दुर्घटनाको सम्भावना बढेको छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","train"
"115","झापा वडा नं 19 मा बिजुली काटिएको छ, ट्रान्सफर्मरले लोड धान्न सकेको छैन, र भोल्टेज अत्यन्त अस्थिर छ। यो अन्याय हो। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"116","हाम्रो टोलमा पोलबाट चिंगारी निस्किरहेको छ। बच्चाहरूका लागि ठूलो खतरा छ। अब चुप बसिँदैन।","electricity","hello_sarkar","train"
"117","बर्दिया मा तार झुण्डिएको छ। बच्चाहरूका लागि ठूलो खतरा छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"118","गुलरिया मा वर्षापछि दिनौँ बत्ती हुँदैन। पन्ध्र दिनदेखि यो समस्या छ। स्वास्थ्य सेवामा प्रभाव परेको छ।","electricity","hello_sarkar","train"
"119","धनकुटा वडा नं 19 मा पन्ध्र दिनदेखि बत्ती अफ अन हुने गरेको छ। मोबाइल चार्ज गर्नै सकिएको छैन। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","val"
"120","हाम्रो टोलमा पोल बाङ्गो भएको छ। कसैलाई करन्ट लाग्ने खतरा छ। जिम्मेवार कसले लिन्छ।","electricity","hello_sarkar","test"
"121","हाम्रो हेटौंडा वडा नं 26 मा भोल्टेज फ्लक्चुएसन निकै बढेको छ। स्वास्थ्य सेवामा प्रभाव परेको छ। प्रशासनले सुन्नुपर्छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"122","लहान क्षेत्रमा ट्रान्सफर्मरबाट ठूलो आवाज आउँछ। हिजो रातिदेखि यही समस्या छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"123","म्याग्दी क्षेत्रमा ट्रान्सफर्मर बिग्रिएको छ। आज बिहानदेखि यही समस्या छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","electricity","hello_sarkar","train"
"124","यो गुनासो झापा वडा नं 15 बाट हो। सार्वजनिक बत्ती दिनमा बल्छ रातमा बल्दैन, विद्युत् दुर्घटनाको सम्भावना बढेको छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"125","रौतहट वडा नं 6 मा सडक बत्ती धेरै दिनदेखि खराब छ। दुर्घटना हुने डर छ। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","train"
"126","धनगढी मा दश दिनदेखि बत्ती आउँदैन। कहिले आउँछ बत्ती? कहिलेसम्म यस्तै हुन्छ।","electricity","hello_sarkar","train"
"127","हेलो सरकार मार्फत झापा बाट जानकारी गराउँदैछु। बर्खामा बत्ती आउनै छोड्छ, केही दिनदेखि यही हालत छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","electricity","hello_sarkar","train"
