"id","text","category","source","split"
"11","सिन्धुली वडा नं 23 मा सडकमा पानी जम्मा हुन्छ। हिलामा पुरिने सडक छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","road","hello_sarkar","train"
"12","काठमाडौं वडा नं 22 मा सडक पूरै भत्किएको छ। गएको वर्ष बनाइएको सडक एकै वर्षमा भत्कियो। यो सेवा होइन, यातना हो।","road","hello_sarkar","train"
"13","भक्तपुर वडा नं 7 मा सडकमा पानी जम्मा हुन्छ। हिलामा पुरिने सडक छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","train"
"14","दाङ वडा नं 12 मा सडकको कालोपत्रे उप्किएको छ। सडक बनाउने भनेर बजेट आयो तर काम भएन। जनतालाई यस्तो सास्ती किन।","road","hello_sarkar","train"
"15","सुनसरी मा निर्माण सामग्रीले बाटो छोपेको छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"16","भक्तपुर वडा नं 18 मा सडक टुक्रा टुक्रा भएको छ। वर्षौँदेखि मर्मत भएको छैन। नागरिकलाई बिर्सिएको जस्तो छ।","road","hello_sarkar","train"
"17","प्यूठान वडा नं 15 मा सडकमा पानी जम्मा हुन्छ। पानी परेपछि सडक दलदल हुन्छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","train"
"18","सिद्धार्थनगर वडा नं 17 मा सडकभरि खाल्डाखुल्डी छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"19","रामेछाप वडा नं 11 मा खाल्डाले सवारी चलाउन गाह्रो भएको छ। विद्यालय जाने बच्चालाई गाह्रो छ। छिटो समाधान गरिदिनुहोस्।","road","hello_sarkar","val"
"20","वीरगन्ज वडा नं 9 मा सडक टुक्रा टुक्रा भएको छ। वर्षौँदेखि मर्मत भएको छैन। यो अन्याय हो।","road","hello_sarkar","test"
"21","हेलो सरकार मार्फत गुनासो। अछाम मा कालोपत्रे सडक चिर्‍याएको जस्तो छ, बजेट विनियोजन भएको छ तर सडक उस्तै छ। कहिलेसम्म यस्तै हुन्छ।","road","hello_sarkar","train"
"22","पटकपटक निवेदन दिँदा पनि त्रिभुवननगर मा सडक मर्मत भएको छैन। तुरुन्त कारबाही गरिदिनुहोस्। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","train"
"23","नुवाकोट वडा नं 5 मा कालोपत्रे सडक चिर्‍याएको जस्तो छ। बजेट विनियोजन भएको छ तर सडक उस्तै छ। यो अन्याय हो।","road","hello_sarkar","train"
"24","हेलो सरकार मार्फत गुनासो। धनुषा मा सडक टुक्रा टुक्रा भएको छ, गएको वर्ष बनाइएको सडक एकै वर्षमा भत्कियो। यो अन्याय हो।","road","hello_sarkar","train"
"25","आज हप्तौँदेखि सङ्खुवासभा मा सडकमा ठूला खाल्डा परेका छन्, तुरुन्त कारबाही गरिदिनुहोस्!","road","hello_sarkar","train"
"26","हाम्रो अछाम वडा नं 23 मा सडकमा हिलो मात्र छ। सवारी चलाउन अत्यन्त गाह्रो छ। असह्य भइसकेको छ।","road","hello_sarkar","train"
"27","नेपालगञ्ज वडा नं 10 मा सडकमा गहिरा खाडल छन्। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। जनताको पीडा बुझ्नुहोस्।","road","hello_sarkar","train"
"28","झापा मा सडकमा रुख ढलेको छ। सवारी चलाउन अत्यन्त गाह्रो छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","train"
"29","सर्लाही वडा नं 14 मा फुटपाथ भत्किएको छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। यो सेवा होइन, यातना हो।","road","hello_sarkar","val"
"30","राजविराज मा निर्माण सामग्रीले बाटो छोपेको छ। विद्यालय जाने बच्चालाई गाह्रो छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","test"
"31","हेलो सरकार मार्फत गुनासो। सल्यान मा ग्राभेल सडक भासिएको छ, वर्षौँदेखि मर्मत भएको छैन। जनतालाई यस्तो सास्ती किन।","road","hello_sarkar","train"
"32","अछाम मा निर्माण सामग्रीले बाटो छोपेको छ। हिँड्न सकिने अवस्था छैन। तुरुन्त मर्मत गरिदिनुहोस्।","road","hello_sarkar","train"
"33","हाम्रो अर्घाखाँची वडा नं 14 मा पानी परेपछि सडक दलदल हुन्छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। कामै हुँदैन यहाँ।","road","hello_sarkar","train"
"34","हाम्रो सिराहा वडा नं 17 मा हिलामा पुरिने सडक छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। जनताको गुनासो कसले सुन्छ।","road","hello_sarkar","train"
"35","म्याग्दी मा भूस्खलनले बाटो बन्द भएको छ। सवारी चलाउन अत्यन्त गाह्रो छ। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"36","पर्सा वडा नं 10 मा सडकभरि खाल्डाखुल्डी छ। हिँड्न सकिने अवस्था छैन। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"37","म पर्सा को बासिन्दा हुँ। सडकमा गहिरा खाडल छन्। दुर्घटनाको जोखिम बढेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"38","पटकपटक निवेदन दिँदा पनि जनकपुर मा सडक मर्मत भएको छैन। अब केही गरिदिनुस्। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"39","हाम्रो तुलसीपुर वडा नं 29 मा पानी परेपछि सडक दलदल हुन्छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। न्याय चाहिन्छ।","road","hello_sarkar","val"
"40","म मकवानपुर को बासिन्दा हुँ। सडकमा गहिरा खाडल छन्। मोटरसाइकल पटकपटक दुर्घटना हुन्छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","test"
"41","सिद्धार्थनगर वडा नं 25 मा ढलको पानी सडकमा भरिन्छ। हिलामा पुरिने सडक छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"42","हेलो सरकार मार्फत गुनासो। दार्चुला मा कालोपत्रे सडक चिर्‍याएको जस्तो छ, वर्षौँदेखि मर्मत भएको छैन। यो सेवा होइन, यातना हो।","road","hello_sarkar","train"
"43","भोजपुर वडा नं 32 मा फुटपाथमा पसल राखिएको छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। जिम्मेवार कसले लिन्छ।","road","hello_sarkar","train"
"44","आज छ दिनदेखि सुनसरी मा खाल्डाले सवारी चलाउन गाह्रो भएको छ, कामै हुँदैन यहाँ!","road","hello_sarkar","train"
"45","कास्की मा पहिरोले सडक भत्काएको छ। बीस दिनदेखि बाटो बन्द छ। ढुवानी सेवा प्रभावित भएको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"46","इलाम क्षेत्रमा सडक टुक्रा टुक्रा भएको छ। पाँच दिनदेखि यो हालत छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"47","पटकपटक निवेदन दिँदा पनि चितवन मा सडक मर्मत भएको छैन। सरकारले ध्यान दिनुपर्छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"48","कास्की वडा नं 31 मा सडकमा गहिरा खाडल छन्। विद्यालय जाने बच्चालाई गाह्रो छ। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"49","रामेछाप मा धुलोले टोलका बिरामी बढेका छन्। हिजोदेखि यो समस्या छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","val"
"50","भक्तपुर क्षेत्रमा ग्राभेल सडक भासिएको छ। हप्तौँदेखि यो हालत छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","test"
"51","नेपालगञ्ज मा सडकमा रुख ढलेको छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"52","बागलुङ मा सडकमा रुख ढलेको छ। सवारी चलाउन अत्यन्त गाह्रो छ। छिटो समाधान गरिदिनुहोस्।","road","hello_sarkar","train"
"53","रामेछाप वडा नं 14 मा कालोपत्रे सडक चिर्‍याएको जस्तो छ। ठेकेदारले काम अधुरो छोडेको छ। हामी सबै परेशान छौं।","road","hello_sarkar","train"
"54","इलाम वडा नं 4 मा फुटपाथ भत्किएको छ। ढुवानी सेवा प्रभावित भएको छ। हामी सबै परेशान छौं।","road","hello_sarkar","train"
"55","बर्दिया मा धुलो उड्दा सास फेर्न गाह्रो हुन्छ। हप्तौँदेखि यो समस्या छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"56","मुगु वडा नं 10 मा ढलको पानी सडकमा भरिन्छ। पानी परेपछि सडक दलदल हुन्छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","road","hello_sarkar","train"
"57","हुम्ला मा पुलमा दरार देखिएको छ। बालबालिका स्कुल जान डराउँछन्। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","train"
"58","सर्लाही वडा नं 28 मा सडक टुक्रा टुक्रा भएको छ। ठेकेदारले काम अधुरो छोडेको छ। नागरिकलाई बिर्सिएको जस्तो छ।","road","hello_sarkar","train"
"59","हाम्रो बागलुङ वडा नं 9 मा हिलामा पुरिने सडक छ। विद्यालय जाने बच्चालाई गाह्रो छ। हामी सबै परेशान छौं।","road","hello_sarkar","val"
"60","बारा मा पहिरो गएर बाटो बन्द छ। तीन दिनदेखि बाटो बन्द छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","test"
"61","धनकुटा वडा नं 6 मा सडकमा ठूला खाल्डा परेका छन्। सवारी चलाउन अत्यन्त गाह्रो छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","road","hello_sarkar","train"
"62","बैतडी मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। स्कुल बसलाई पनि गाह्रो छ। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","train"
"63","धनगढी वडा नं 6 मा सडकमा पानी जम्मा हुन्छ। पानी परेपछि सडक दलदल हुन्छ। छिटो समाधान गरिदिनुहोस्।","road","hello_sarkar","train"
"64","भोजपुर वडा नं 7 मा सडक खाल्डाखुल्डीले भरिएको छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"65","हाम्रो नवलपरासी वडा नं 18 मा हिलामा पुरिने सडक छ। विद्यालय जाने बच्चालाई गाह्रो छ। असह्य भइसकेको छ।","road","hello_sarkar","train"
"66","बैतडी वडा नं 31 मा ग्राभेल सडक भासिएको छ। बजेट विनियोजन भएको छ तर सडक उस्तै छ। असह्य भइसकेको छ।","road","hello_sarkar","train"
"67","हेलो सरकार मार्फत गुनासो। धनुषा मा कालोपत्रे सडक चिर्‍याएको जस्तो छ, बजेट विनियोजन भएको छ तर सडक उस्तै छ। यो सेवा होइन, यातना हो।","road","hello_sarkar","train"
"68","म बारा को बासिन्दा हुँ। सडकमा ठूला खाल्डा परेका छन्। स्कुल बसलाई पनि गाह्रो छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","road","hello_sarkar","train"
"69","म पाँचथर को बासिन्दा हुँ। सडकमा गहिरा खाडल छन्। एम्बुलेन्स समयमा पुग्न सक्दैन। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","val"
"70","जाजरकोट मा माटो खसेर सडक पुरिएको छ। अस्ति रातिदेखि बाटो बन्द छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। तुरुन्त मर्मत गरिदिनुहोस्।","road","hello_sarkar","test"
"71","पटकपटक निवेदन दिँदा पनि रुकुम मा सडक मर्मत भएको छैन। अब त सहनै सकिँदैन। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"72","हुम्ला वडा नं 24 मा नालीको पानी सडकमा बग्छ। कच्ची सडक वर्षातमा हिँड्नै नसक्ने हुन्छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","train"
"73","हेटौंडा वडा नं 18 मा फुटपाथ बनाइएको छैन। ढुवानी सेवा प्रभावित भएको छ। यो अन्याय हो।","road","hello_sarkar","train"
"74","लमजुङ वडा नं 1 मा सडक खाल्डाखुल्डीले भरिएको छ, सडकको कालोपत्रे उप्किएको छ। बालबालिका स्कुल जान डराउँछन्। धेरै कष्ट भइरहेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"75","कैलाली वडा नं 2 मा नाली बन्द भएर सडक डुब्छ। पानी परेपछि सडक दलदल हुन्छ। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","train"
"76","म कास्की को बासिन्दा हुँ। खाल्डा भित्र पानी भरिएको छ। बालबालिका स्कुल जान डराउँछन्। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"77","हाम्रो लहान वडा नं 5 मा पानी परेपछि सडक दलदल हुन्छ। सवारी चलाउन अत्यन्त गाह्रो छ। न्याय चाहिन्छ।","road","hello_sarkar","train"
"78","पाल्पा वडा नं 6 मा खाल्डा भित्र पानी भरिएको छ। विद्यालय जाने बच्चालाई गाह्रो छ। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"79","बैतडी वडा नं 32 मा खाल्डाले सवारी चलाउन गाह्रो भएको छ। विद्यालय जाने बच्चालाई गाह्रो छ। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","val"
"80","पाल्पा मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। बालबालिका स्कुल जान डराउँछन्। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","test"
"81","मुस्ताङ वडा नं 30 मा सडक खाल्डाखुल्डीले भरिएको छ। ढुवानी सेवा प्रभावित भएको छ। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"82","कलैया वडा नं 17 मा ग्राभेल सडक भासिएको छ। सडक बनाउने भनेर बजेट आयो तर काम भएन। कामै हुँदैन यहाँ।","road","hello_sarkar","train"
"83","काठमाडौं क्षेत्रमा सडकको कालोपत्रे उप्किएको छ। चार दिनदेखि यो हालत छ। जनताको पीडा बुझ्नुहोस्।","road","hello_sarkar","train"
"84","कैलाली मा पुल भत्किएको छ। दुर्घटनाको जोखिम बढेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"85","पटकपटक निवेदन दिँदा पनि पर्सा मा सडक मर्मत भएको छैन। धेरै कष्ट भइरहेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"86","पटकपटक निवेदन दिँदा पनि स्याङ्जा मा सडक मर्मत भएको छैन। यो सेवा होइन, यातना हो। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"87","स्याङ्जा मा पहिरोले सडक भत्काएको छ। एक हप्तादेखि बाटो बन्द छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"88","पटकपटक निवेदन दिँदा पनि प्यूठान मा सडक मर्मत भएको छैन। कहिलेसम्म यस्तै हुन्छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","train"
"89","म सिन्धुली को बासिन्दा हुँ। खाल्डाले सवारी चलाउन गाह्रो भएको छ। दुर्घटनाको जोखिम बढेको छ। जनतालाई सेवा दिनुहोस्।","road","hello_sarkar","val"
"90","गोरखा वडा नं 24 मा सडकमा ठूला खाल्डा परेका छन्। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","test"
"91","हाम्रो ललितपुर वडा नं 10 मा पानी परेपछि सडक दलदल हुन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। न्याय चाहिन्छ।","road","hello_sarkar","train"
"92","हाम्रो बाँके वडा नं 27 मा पानी परेपछि सडक दलदल हुन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। असह्य भइसकेको छ।","road","hello_sarkar","train"
"93","गोरखा मा नाली नखन्दा पानी सडकमा भरिन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","train"
"94","हेलो सरकार मार्फत गुनासो। डोल्पा मा कालोपत्रे सडक चिर्‍याएको जस्तो छ, ठेकेदारले काम अधुरो छोडेको छ। कसलाई भन्ने हो थाहा छैन।","road","hello_sarkar","train"
"95","म भोजपुर को बासिन्दा हुँ। खाल्डा भित्र पानी भरिएको छ। स्कुल बसलाई पनि गाह्रो छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"96","सप्तरी वडा नं 4 मा पैदल यात्रुका लागि ठाउँ छैन। ढुवानी सेवा प्रभावित भएको छ। असह्य भइसकेको छ।","road","hello_sarkar","train"
"97","भोजपुर क्षेत्रमा ग्राभेल सडक भासिएको छ। चार दिनदेखि यो हालत छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"98","हेलो सरकार मार्फत गुनासो। बिरेन्द्रनगर मा ग्राभेल सडक भासिएको छ, बजेट विनियोजन भएको छ तर सडक उस्तै छ। न्याय चाहिन्छ।","road","hello_sarkar","train"
"99","आज गएको शुक्रबारदेखि त्रिभुवननगर मा सडकभरि खाल्डाखुल्डी छ, अब चुप बसिँदैन!","road","hello_sarkar","val"
"100","हाम्रो इटहरी वडा नं 15 मा पानी परेपछि सडक दलदल हुन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। प्रशासनले सुन्नुपर्छ।","road","hello_sarkar","test"
"101","भोजपुर वडा नं 3 मा सडक खाल्डाखुल्डीले भरिएको छ। सवारी चलाउन अत्यन्त गाह्रो छ। जनतालाई सेवा दिनुहोस्।","road","hello_sarkar","train"
"102","हेलो सरकार मार्फत गुनासो। हेटौंडा मा सडक टुक्रा टुक्रा भएको छ, बजेट विनियोजन भएको छ तर सडक उस्तै छ। जनतालाई यस्तो सास्ती किन।","road","hello_sarkar","train"
"103","गुलरिया मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। मोटरसाइकल पटकपटक दुर्घटना हुन्छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","train"
"104","दमक क्षेत्रमा कालोपत्रे सडक चिर्‍याएको जस्तो छ। गएको शुक्रबारदेखि यो हालत छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"105","धनकुटा मा निर्माण सामग्रीले बाटो छोपेको छ। ढुवानी सेवा प्रभावित भएको छ। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","train"
"106","जनकपुर मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। दुर्घटनाको जोखिम बढेको छ। कृपया ध्यान दिनुहोस्।","road","hello_sarkar","train"
"107","नुवाकोट वडा नं 21 मा सडकभरि खाल्डाखुल्डी छ। विद्यालय जाने बच्चालाई गाह्रो छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"108","हाम्रो कञ्चनपुर वडा नं 6 मा वर्षामा सडक हिलोमुलो हुन्छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। तुरुन्त कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"109","बागलुङ वडा नं 16 मा सडकमा ठूला खाल्डा परेका छन्। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","val"
"110","मुगु मा पहिरोले सडक भत्काएको छ। पाँच दिनदेखि बाटो बन्द छ। सवारी चलाउन अत्यन्त गाह्रो छ। छिटो समाधान गरिदिनुहोस्।","road","hello_sarkar","test"
"111","स्याङ्जा वडा नं 3 मा सडकको कालोपत्रे उप्किएको छ। वर्षौँदेखि मर्मत भएको छैन। कामै हुँदैन यहाँ।","road","hello_sarkar","train"
"112","ललितपुर वडा नं 29 मा ग्राभेल सडक भासिएको छ। गएको वर्ष बनाइएको सडक एकै वर्षमा भत्कियो। असह्य भइसकेको छ।","road","hello_sarkar","train"
"113","इटहरी वडा नं 4 मा खाल्डा भित्र पानी भरिएको छ, कालोपत्रे सडक चिर्‍याएको जस्तो छ। एम्बुलेन्स समयमा पुग्न सक्दैन। न्याय चाहिन्छ। जनताको पीडा बुझ्नुहोस्।","road","hello_sarkar","train"
"114","डोटी मा धुलोले टोलका बिरामी बढेका छन्। चार दिनदेखि यो समस्या छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"115","गुल्मी वडा नं 16 मा नाली बन्द भएर सडक डुब्छ। पानी परेपछि सडक दलदल हुन्छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"116","तुलसीपुर वडा नं 12 मा सडकको सतह बिग्रिएको छ। गएको वर्ष बनाइएको सडक एकै वर्षमा भत्कियो। कसलाई भन्ने हो थाहा छैन।","road","hello_sarkar","train"
"117","प्यूठान क्षेत्रमा सडकको सतह बिग्रिएको छ। गएको शुक्रबारदेखि यो हालत छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","train"
"118","लहान वडा नं 4 मा ग्राभेल सडक भासिएको छ। सडक बनाउने भनेर बजेट आयो तर काम भएन। असह्य भइसकेको छ।","road","hello_sarkar","train"
"119","दमक वडा नं 2 मा फुटपाथमा पसल राखिएको छ। सवारी चलाउन अत्यन्त गाह्रो छ। तुरुन्त कारबाही गरिदिनुहोस्।","road","hello_sarkar","val"
"120","सल्यान मा पहिरो गएर बाटो बन्द छ। हिजोदेखि बाटो बन्द छ। सवारी चलाउन अत्यन्त गाह्रो छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","test"
"121","आज अस्ति रातिदेखि दोलखा मा सडक खाल्डाखुल्डीले भरिएको छ, अब त सहनै सकिँदैन!","road","hello_sarkar","train"
"122","बारा क्षेत्रमा सडक टुक्रा टुक्रा भएको छ। महिनौँदेखि यो हालत छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","train"
"123","पटकपटक निवेदन दिँदा पनि तुलसीपुर मा सडक मर्मत भएको छैन। तुरुन्त कारबाही गरिदिनुहोस्। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"124","रोल्पा क्षेत्रमा सडकको सतह बिग्रिएको छ। महिनौँदेखि यो हालत छ। कृपया ध्यान दिनुहोस्।","road","hello_sarkar","train"
"125","नेपालगञ्ज वडा नं 32 मा खाल्डाले सवारी चलाउन गाह्रो भएको छ, कालोपत्रे सडक चिर्‍याएको जस्तो छ। एम्बुलेन्स समयमा पुग्न सक्दैन। धेरै कष्ट भइरहेको छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","train"
"126","सप्तरी मा नाली नखन्दा पानी सडकमा भरिन्छ। विद्यालय जाने बच्चालाई गाह्रो छ। कृपया ध्यान दिनुहोस्।","road","hello_sarkar","train"
"127","दोलखा वडा नं 13 मा सडक खाल्डाखुल्डीले भरिएको छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"128","भरतपुर मा धुलो उड्दा सास फेर्न गाह्रो हुन्छ। हिजोदेखि यो समस्या छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"129","लमजुङ मा ग्राभेल सडकको धुलो असह्य छ। केही दिनदेखि यो समस्या छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","val"
"130","महोत्तरी मा पहिरोले सडक भत्काएको छ। पन्ध्र दिनदेखि बाटो बन्द छ। हिँड्न सकिने अवस्था छैन। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","test"
"131","भोजपुर क्षेत्रमा कालोपत्रे सडक चिर्‍याएको जस्तो छ। गएको महिनादेखि यो हालत छ। तुरुन्त मर्मत गरिदिनुहोस्।","road","hello_sarkar","train"
"132","बागलुङ वडा नं 11 मा सडकभरि खाल्डाखुल्डी छ, सडक पूरै भत्किएको छ। दुर्घटनाको जोखिम बढेको छ। अब केही गरिदिनुस्। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
